id,art_style,painting,language,emotion,utterance
24271,Expressionism,amedeo-modigliani_portrait-of-raymond-1915,arabic,sadness,['عين الرجل المعطوبة تدل على الحزن على فقدان حاسة البصر']
24272,Impressionism,camille-pissarro_study-for-the-harvest-at-montfoucault-1879,chinese,sadness,['在那场梦里绿树已然成荫，少年依旧年少，无不让人心孕伤感。']
24273,Post_Impressionism,henri-matisse_woman-in-profile-turned-to-the-left-1935,chinese,awe,['黄色纸张中，两笔画出一个卷发女子侧脸，令人敬佩。']
24274,Impressionism,pierre-auguste-renoir_young-woman-in-a-boat-lise-trehot-1870,chinese,contentment,"['河面上波光粼粼，在大树下一艘未开始航行的小船上，坐着一位白色衣服的女子，像是仙子和仙子居住的地方。', '岸边的小船上一个人坐在里面 看着远方 让人很满足', '图片中美女坐在船上，水波荡漾，一种恬静的气氛让人满意']"
24275,Abstract_Expressionism,sam-francis_sketch-1960,arabic,contentment,['الوان هادئة جميلة مريحة للاعصاب تزين اللون الابيض وتعطيه مظهر رائع']
24276,Symbolism,mikhail-vrubel_pearl-oister-1904,arabic,excitement,"['يظهر حجرا متعدد الالوان  يظهر على حافته صور مجموعة من النسا', 'اثنين من الفتيات الجميلات يرتديان فساتين جميله احداهن نائمه علي بطنها']"
24277,Impressionism,eugene-boudin_the-port-of-camaret-1872,arabic,contentment,"['مراكب ذات اشرعه كبيرة فى البحر ولون السماء اصفر', 'بحر يحتوي على مجموعة من السفن الكبيرة ذات الاشرعة البيضاء تقترب من اليابسة']"
24278,High_Renaissance,titian_entombment-of-christ-1526,chinese,anger,['几个大男人欺负一个女人，太让人愤怒了！']
24279,Realism,pyotr-konchalovsky_still-life-with-lilac,arabic,contentment,['كأس شفاف فيه مجموعة من الازهار ذات اللون الابيض والزهري']
24280,Rococo,thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785,arabic,contentment,['الطفل الصغير يحمل جرو صغير وملابسه تدل على أنه يعيش حياة بسيطة']
24281,Expressionism,ion-tuculescu_circuits,english,excitement,"[""Wild looking abstract art. It's loud and crazy looking."", 'this vibrant colors used in the painting remind me of a rave and a time of high excitement and emotion']"
24282,Pop_Art,erro_baby-rockefeller-1963,english,amusement,"['The picture has a lot of interesting cartoon people and animals in it. I see the santa claws and animals and it is a little silly.', 'There is a wide range of fun figures such as cowboys and Indians, a baseball batter,  various animals,  Santa Claus.', ""This reminds me of a where's Waldo panel, and I like to pick out bits and pieces, like Santa."", 'I find myself wanting to look for Waldo.', ""What a cacophony of images. It's the widely grinning santa that made me smile, but the bright colors and so much visual chaos makes me feel happy"", 'Cutesy collage of hundreds of different characters and objects, lively and interesting.', 'A big and bold picture with lots of colors and creatures.', 'Santa Claus is hiding out among the cartoons in this collage', 'I love the absurdity and color used here. I really enjoy that I can make out the different little faces and cats.', 'theres a lot going in this frame and this leaves the eyes forever engaged.', 'This makes me feel like I am looking at a ""Where\'s Waldo"" scene', 'It makes me wonder where Wally is in this picture.']"
24283,Color_Field_Painting,friedel-dzubas_ghana,chinese,contentment,['红色的背景上几抹鲜艳的颜色看起来很有艺术感']
24284,Romanticism,john-everett-millais_a-flood,arabic,fear,"['طفل صغير في سرير من الخشب ومعه قطه لونها اسود في بحيره حولها اشجار', 'يظهر الطفل و هو في المهد لا يعلم اين سيتجه مهده لان ابيه و اماه قد تركاه']"
24285,Romanticism,gustave-dore_ancient-mariner,english,sadness,"[""This guy is all alone in the middle of a storm, looks like he won't make it.""]"
24286,Rococo,william-hogarth_the-prison-1735,arabic,anger,['الكثير من الأشخاص يتجمعون في مكان و منهم من يجلس و منهم الواقف يتحدث مع الأخر']
24287,Art_Nouveau_Modern,nicholas-roerich_kneeling-angel-1912,english,amusement,"[""It resembles a child's drawing of an angel taking a knee.""]"
24288,Post_Impressionism,gustave-loiseau_port-of-fecamp-1924,english,contentment,"['The brush strokes that make up this image are beautiful and give a sense of movement in the image.', 'The way the artist plays with light in this piece makes it look like a bright sunny morning.', 'Almost a candid account of a busy pier in heat']"
24289,Ukiyo_e,utagawa-kuniyoshi_the-actor-17,arabic,contentment,['ارى انها سيده صينيه الجنسيه لديها شعر اسود اللون']
24290,Ukiyo_e,tsukioka-yoshitoshi_songoku-the-monkey-king-and-the-jewelled-hare-by-the-moon-1891,english,excitement,"[""I thought it was a man at first, then a monster, and now a gorilla.  I'd like to know what the writing says.""]"
24291,Northern_Renaissance,albrecht-durer_the-apostles-philip-and-james-1516,english,disgust,['The man with the white beard appears disgusted with what he sees.']
24292,Expressionism,zinaida-serebriakova_still-life-with-grapes-1936,arabic,excitement,['تظهر هذه الفاكهة في شكل رائع ومنسق وجميل للغاية وملفت']
24293,Symbolism,nicholas-roerich_command-1917,arabic,contentment,"['رجل يرتدى الملابس البرتقاليه ويقف على الصخور امام البحر الازرق الصافى مع السماء المتباينه', 'جبال عالية الارتفاع و يغطيها الجليد المتساقط و بجانبها بعض الصخور الملقاة', 'رجل يقف على صخرة فوق جبل تتساقط عليه الثلوج تحت سماء بها سحب كثيفة']"
24294,Naive_Art_Primitivism,david-burliuk_tea-time-1946,arabic,contentment,"['رجل يحمل أداة تدخين وتجلس أمامه امراءة قصيرة وصغيرة الحجم وترتدى زى احمر اللون', 'يجلس رجل مع زوجته على طاولة الطعام يتحدثان في هدوء وحب', 'يجلس رجل  يدخن الي الطاوله التي وضع عليها اكواب وتجلس بجواره امرأه كبيره في السن', 'في حال متواضع يجلس رجل مع زوجته في حجرة مزخرفة بالالوان']"
24295,Romanticism,jan-matejko_jan-zamoyski,english,amusement,"[""The expressions on the mens' faces are so serious that they seem humorous."", 'This looks like he is mr. grouchypants. LOL']"
24296,Romanticism,alexander-ivanov_a-tree-over-water-in-the-vicinity-of-castel-gandolfo,english,contentment,"[""It looks like the bayou near my grandmother's house and the tree on the bank is inviting.""]"
24297,Baroque,rembrandt_christ-driving-the-moneychangers-from-the-temple-1626,arabic,sadness,['تشابك بالأيدي بين البشر على النقود كأنها تمثل صراعات ومشاحنات الحياة']
24298,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-4,chinese,contentment,['拍卖会进行地好激烈。']
24299,Abstract_Expressionism,hans-hofmann_little-cherry-1965,english,fear,"['lthe pointed darker cone shaped sections in the image look like the claw of a bear', ""It looks like a bear claw mark and I'm so scared of bears!""]"
24300,Art_Nouveau_Modern,konstantin-somov_summer-1,english,contentment,"['I like how the dresses are so bright and vibrant', 'The girls and dog sitting in the dappled shade with bathing figures give the feeling of a warm summer day']"
24301,Symbolism,james-tissot_the-conquest-of-the-amorites,chinese,awe,['巍然的悬崖边上竟立起一座小山，小山上的城池里居然有百户人家，令人叹为观止。']
24302,Post_Impressionism,paul-cezanne_l-estaque-with-red-roofs-1885,chinese,contentment,"['海边的城堡被阳光照耀着闪着光芒让人觉得美好。', '鲜艳的配色和宁静的小镇让人心情愉悦。', '海边的小城，宁静又美丽。', '葱绿的树木和蓝色的海水让人觉得清新。']"
24303,Post_Impressionism,roger-bissiã¨re_tapestry-portrait-of-madame-bissi-re,english,sadness,"['In contrast to the soft pastel colors, the woman has a sad expression on her face.', 'All of the colors together looks like she is living in an antique shop']"
24304,Realism,anders-zorn_emma-zorn-reading,arabic,sadness,['امراه شعرها قصير لونه اسود ترتدي ملابس لونها رصاصي تمسك في يديها جديده لونها ابيض']
24305,Baroque,annibale-carracci_the-penitent-magdalen-in-a-landscape,english,awe,"['The facial expression of the woman is very interesting.', 'the lady is posing like looking upward']"
24306,Realism,john-singer-sargent_portrait-of-lancelot-allen-1894,arabic,contentment,"['طفل أنيق يرتدي بدلة سودا أنيقة ويجلس في هدوء على كرسي', 'ولد صغير ذو ملامح مريحة وبريئة يرتدى ثوب أنيق وراقى']"
24307,Naive_Art_Primitivism,fernando-botero_girl-arc,chinese,disgust,['女孩身材臃肿，让人心生厌恶。']
24308,Realism,john-singer-sargent_the-earle-of-comer-1902,english,contentment,['I like the way his legs are crossed and his focused look in his eyes.']
24309,Realism,efim-volkov_near-the-monastery,english,awe,"['it looks so real, the river, the ladder, and the tress']"
24310,Baroque,francesco-guardi_piazza-san-marco-venice,english,excitement,['the way that the man in the red robe stands out like power']
24311,Color_Field_Painting,angelo-de-sousa_um-2006,arabic,amusement,['اللون الأحمر وهو بتوسط اللونين الأزرقين بانثناءة بسيطة يدل على السعادة كما لو كنت على شاطئ البحر فى الصيف']
24312,Rococo,thomas-gainsborough_study-for-charity-relieving-distress,arabic,contentment,"['يتم الاعتناء بالأطفال وتحبهم الشخصيات الأم  ولكن الوجوه غير واضحة', 'سيده تحمل طفلا وبجانبها رجل يحمل طبق ينظر الى فتاه اخرى جميله تضع له شيئا يشبه الطعام يبدو انهم اسره جائعه وهذه الفتاه الجميله تطعمهم']"
24313,Romanticism,konstantin-makovsky_portrait-of-the-girl-in-a-russian-dress-1,chinese,sadness,"['戴着金色皇冠的女子眉眼低敛，眼中尽是哀愁，让人觉得伤感。', '一个皮肤白皙的女子打扮精致带着漂亮的头巾，眼神幽怨的看着地上，给人一种伤感的感觉。']"
24314,Romanticism,orest-kiprensky_ivan-kozlov,arabic,awe,"['رجل نبيل يرتدي معطفا ملون بالأبيض والأسود ،لديه لحيه كبيره', 'لوحه قديمه لرجل مرسومه بيد فنان و يرتدي معطف أسود وقميص طويل ابيض ويقف في شموخ وشعره منقوش']"
24315,Fauvism,william-h.-johnson_flowers-1945,arabic,sadness,['المزهرية باللون الاخضر، الازهار تبدو حزينة وذابلة، والأوراق تبدو باهته، الظل باللون الازرق']
24316,Post_Impressionism,panayiotis-tetsis_street-market,arabic,excitement,"['زحام الأشخاص في السوق وشدة تشبع الألوان يثيران الحماس', 'سوق قديم منزحم بالناس والبائعين في شكل جمالي مبهر والوان ساطعه', 'مجموعة من العمال يحملون بضائع وينظمونها بشكل حماسي مفعم بالنشاط']"
24317,Expressionism,zinaida-serebriakova_hostess-bistro-mon-abbe-1934,arabic,amusement,['تقف السيدة في مكان يمتلئ بكؤوس للشراب حيث ترتدي رداء أسود وعلى رأسها قبعة بيضاء وملامحها تمتلئ بالبهجة']
24318,Minimalism,john-mclaughlin_untitled-vertical-lines-1963,chinese,awe,['灰白色的背景版上有着四竖黑色条纹的黑框像是窗户让人惊讶']
24319,Baroque,rembrandt_christ-driving-the-moneychangers-from-the-temple-1626,chinese,fear,"['男子眼神犀利手里拿着木条，让人恐惧', '人们面色狰狞，一个人在驱赶着，画面让人害怕。', '人们拥挤的叠在一起，表情慌张，给人一种恐惧慌张的感觉。']"
24320,Post_Impressionism,edouard-vuillard_seated-woman-dressed-in-black,arabic,sadness,"['تجلس سيدة في بيت من اللون الأصفر وترتدي ملابس سوداء تتناسق مع ملامحها الحزينة', 'الفتاه تبدو حزينه بملابسها السوداء القاتمه و هي جالسه تفكر بشئ ما يشغل تفكيرها', 'ارملة ممحية الملامح تتجنب التواصل بالاعين و ترتدي الاسود حدادا على فقيدها']"
24321,Impressionism,nikolay-bogdanov-belsky_children,english,anger,['The children in the picture look very stern and made in their facial expressions.']
24322,Realism,gustave-courbet_still-life,english,fear,"['the inside of the fruit looks like an organ .', ""The fruits in the image almost look like they're rotting because of the splotches of brown. The background color are also very dark and intense.""]"
24323,Art_Nouveau_Modern,ivan-milev_unknown-title-1,english,amusement,"[""the woman's body figure standing in a weird way and the bright orange coat that contrasts their hair.""]"
24324,Mannerism_Late_Renaissance,jacopo-pontormo_portrait-of-a-musician,english,contentment,"['a nice picture of a nice looking man', 'The curve on the end of the mans face next to his mouth makes it look like he is smiling ever so slightly.', 'This man is content and composed with his music score in hand.', ""The man has an air that he's simply himself, confident and sure of his place."", 'beautifl picture i love the hat it adds alot of character', 'The arm of the chair looks like a musical note itself.', ""I'm really digging the brown background, it provides a sense of coziness to the foreground. I admire the written music that is provided, that is clever of the artist."", 'I feel calm when I look at this man because he has such a mellow look on his facial expression.', 'The man looks very calm while holding his book.', 'He looks like a very laid back and relaxed person.', 'The man looks relaxed while holding a book.', 'the long exaggerated nose features into the calm facial expression', ""The man's stark look and the book he's holding make him seem like a poet"", ""It looks like you re really into your music, I'll leave you alone."", ""The notebook the man's holding makes him seem like a poet"", 'I like the realistic aspect of the portrait wich look like a real person with his face trait.', 'I feel content looking at this picture because the colors of it are gorgeous and relaxing. They feel calming. The man seems content as well.']"
24325,High_Renaissance,leonardo-da-vinci_the-virgin-and-child-with-saint-anne-and-saint-john-the-baptist,chinese,contentment,"['图中两名女子一脸幸福的看着两个孩子，孩子们脸上布满笑容，让看到的人感到幸福。', '图中一家人和谐相处融洽，让人感到幸福。', '两个女人两个孩子，让人感觉温暖。', '两个小孩在玩耍，感觉看到了青梅竹马的诞生，让人感到欣慰。']"
24326,Naive_Art_Primitivism,niko-pirosmani_rich-merchant,english,awe,['The man has a inspiring stance where he is positioned']
24327,Impressionism,walter-sickert_sketch-of-a-female-figure-1888,arabic,contentment,['ارى انهم مجموعه من الفتيات ترتدى ملابس بيضاء و يقومون بالرقص']
24328,Baroque,caravaggio_martyrdom-of-saint-matthew-1600(1),english,anger,"['A busy piece of artwork with a musician playing, a falling angel, fallen man, and semi-nudity gives a lot to think about in one piece of artwork.']"
24329,Romanticism,gustave-dore_the-sultana-chegger-eddour-and-the-emir-saif-eddin,arabic,contentment,['ملك يجلس علي عرشه وينظر الي شخص مقتول الملقي علي الارض وبجواره خادمه']
24330,High_Renaissance,vittore-carpaccio_the-agony-in-the-garden-1502,arabic,contentment,['رجل يرتدي ملابس لونه احمر شعره طويل لونه اسود يجلس على صخره ويرفع يده الى السماء اسفله ثلاث رجال ينامون على الارض']
24331,Color_Field_Painting,terry-frost_the-moon-rising-1989,english,excitement,"['The red brings some drama and excitement to the piece.', 'Cool oriental looking painting enjoy the contrast']"
24332,Realism,camille-corot_wooded-plateau-fountainebleau-1840,arabic,excitement,['تنقشع السحب من السماء ليظهر ضوء الشمس لتشرق']
24333,Impressionism,paul-gauguin_a-henhouse-1884,english,amusement,['The goose is wandering around the farm as though it owns the whole place']
24334,Symbolism,salvador-dali_arca-foederis-1967,chinese,excitement,['城堡里长着绿植，让人感到兴奋。']
24335,Romanticism,john-constable_the-low-lighthouse-and-beacon-hill,arabic,contentment,['شاطى البحر وعليه فنار صغير الحجم مصنوع من الخشب وهناك رحل يمشي علي الشاطئ']
24336,Symbolism,nicholas-roerich_ecstasy-1918,chinese,fear,"['独居深山的老人看起来像一具干尸，令人害怕。', '山上站着一个骨瘦如柴的男人，白色的头发高高束起，如鬼魅一般，让人觉得害怕。']"
24337,Baroque,mario-nuzzi_a-flower-piece,english,contentment,"['The contrast between the dark background and colorful flowers accentuate the beauty of the flowers.', 'How we grow stronger with times and with proper ressources', 'The painting is very dark in color.  I like the vast array of flowers the vase contains.  I like the pops of  red and orange flowers the best.']"
24338,Impressionism,konstantin-korovin_portrait-of-s-mamontov-in-a-theatre-costume,arabic,awe,"['الخطوط الحمراء علي ملابس الرجل تشبه قطرات الدماء', 'ملك يرتدي زي لونه أحمر وكأنه بركة من الدماء ،ويضع سيفه ،ولكن ملامحه بسيطة خففت من حدة المنظر.', 'رجل يجلس على الاريكة ويرتدي ثياب كثياب الملوك ويرتدي قلادة ثمينة']"
24339,Rococo,vladimir-borovikovsky_portrait-of-grand-duchess-alexandra,chinese,awe,['公主穿着庄重的纱裙，戴着华贵的珠宝，头上还有粉色花朵头饰，她美丽高贵的气质让人惊叹。']
24340,Art_Nouveau_Modern,nicholas-roerich_illustration-to-feast-of-peter-the-great-1901,english,awe,['the painting is broken down into boxes which puts greater emphasis on the structure of the boat.']
24341,Expressionism,egon-schiele_self-portrait-with-outstretched-arms-1911,arabic,sadness,"['الرسمه لشاب او دميه واضح عليها آثار التعب والإرهاق والحزن', 'صوره لرجل يبدو مبتور القدمين وكانه مصلوب او معلق من يديه']"
24342,New_Realism,george-luks_roundhouse-at-high-bridge,english,disgust,"['There is so much smog in the air it smells gross.', 'Reminds me of Pittsburgh the way they described it in the old times.', 'The dark brown used to color in the pollution coming from that factory seems gross.']"
24343,Abstract_Expressionism,perle-fine_unequivocably-blue-1967,chinese,contentment,"['蓝色与白色的线条相结合让人看着很平静舒适。', '纸张上面有很多的黑色的粗线条，间隙里被涂抹了一些蓝色的图案，给人一种平淡美好的感觉，让人不由感到满足。']"
24344,Realism,martiros-saryan_landscape-1964,english,contentment,"['Here is a lovely sunny day under a clear blue sky, people go about their day in this quaint, comfortable setting, the picture inviting you in on this everyday moment.', 'the tree shade offers a nice shield from the bright sun', 'Every one in the painting looks calm and at peace.']"
24345,Art_Nouveau_Modern,eliseu-visconti_selo-300-reis,english,excitement,['This painting looks like it would make me a lot of money if I owned it.']
24346,Post_Impressionism,albert-gleizes_portrait-de-miss-bessie-baver,chinese,fear,"['五官怪异，被凝视的感觉，配色阴沉，令人感觉恐惧。', '男人的脖子细细长长的，看起来很怪异，让人害怕。']"
24347,Abstract_Expressionism,endre-balint_de-profundis-1978,chinese,fear,"['漆黑的坟墓里一个金三角一样的棺椁，让人感到恐惧。', '黑暗的洞穴中藏有一口棺材，让人感到恐惧。', '混黑处被照耀的地方看着有点诡异。']"
24348,Impressionism,eugene-boudin_market-day-at-trouville-normandy-1878,english,awe,['I love the colors and the depiction of the everyday scene.  Beautiful']
24349,Impressionism,joaquã­n-sorolla_isla-del-cap-marti-javea-1905,arabic,contentment,['لون المياة الأزرق يبدو متباين، هناك بعض الجبال في منتصف الماء، النباتات تبدو خضراء']
24350,Expressionism,pablo-picasso_harlequin-with-guitar-1918,arabic,amusement,['رجل ذو شعر لامع و ملابس ذات الالوان المبهجة يمسك في يده بجيتار ويستمتع باللعب عليه']
24351,Baroque,peter-paul-rubens_the-council-of-the-gods-1624,arabic,disgust,['تعبر اللوحه عن سوقيه الشعب و تخلفه و الالوان متناسقه و رائعه و الظلال مناسبه']
24352,Expressionism,william-h.-johnson_snow-peaks-and-blossoms-1938,arabic,excitement,['اوراق النباتات المتشعبة والمتداخلة ببعضها و في الأفق الجبال شاهقة الإرتفاع من رسم طفل صغير تجعلني أحن لفترة الطفولة']
24353,Romanticism,dante-gabriel-rossetti_portrait-of-jane-morris,chinese,amusement,['这个男人的头发很长，长得像女孩子一样，很好笑。']
24354,Abstract_Expressionism,henri-matisse_the-circus-1947,english,excitement,"['Bright, vivid colors paired with unique and interesting patterns and a human figure make me happy and excited.', 'I feel a great sense of achievement and want to dance and party. I feel a winning aura around this painting that makes me smile.', 'We are all going to take a trip to the olympics which is shown in the picture.']"
24355,Naive_Art_Primitivism,marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8,arabic,awe,['يلتف الاشخاص ذو الاجنحة على طاولة منتبهين لرجل يلقى عليهم الحديث']
24356,Symbolism,nicholas-roerich_maitreya-tibet-1937,english,fear,['a little spooky with that guy hiding on the rock']
24357,Color_Field_Painting,morris-louis_beth-rash-1959,arabic,contentment,"['خطوط سوداء على خلفية بيضاء جميله في صوره رائعه جدا', 'من الرائع عدد الألوان الموجودة بالفعل في هذه القطعة على الرغم من النغمات الداكنة.', 'يوجد الكثير من الالوان الرائعه والجميله وليس لها شكل محدد من الروسومات']"
24358,Impressionism,joaquã­n-sorolla_two-men-on-a-deck,english,contentment,['The scene seems to show individuals working together to achieve a common goal.']
24359,Abstract_Expressionism,william-scott_still-life-with-white-mug-1957,english,disgust,['The thick brushstrokes on the cups fail to give them much interest on such a stale brown canvas.']
24360,Romanticism,francisco-goya_still-life-with-fruit-bottles-breads-1826,arabic,contentment,"['الطاوله بها الكثير من الطعام والالوان في المكان تبدو رائعه والفتيات يبدو انهم مستمتعين وسعيدان', 'لوحة توضح مجموعة من الكعك وفاكهة العنب والتين وفواكه اخرى جميلة']"
24361,Pointillism,marevna-(marie-vorobieff)_self-portrait-1929,english,sadness,"[""There is a bit of sadness in this woman's eyes.""]"
24362,Art_Nouveau_Modern,frank-johnston_fire-swept-algoma-1920,arabic,sadness,['غابه يبدو انه كان بها حريقه كبيره و لان لا يوجد بها اي اوراق شجر']
24363,Post_Impressionism,henri-de-toulouse-lautrec_woman-brushing-her-hair,english,excitement,['The painting has a lot of wavy lines that make the person appear to be moving']
24364,Color_Field_Painting,clyfford-still_untitled-1952,arabic,excitement,['اللون الاحمر هو لون الغموض والاثاره الرهيب في إستخدامه']
24365,Romanticism,ivan-aivazovsky_seascape-1,chinese,awe,"['大海，高山，轮船，暖阳，色彩和谐，令人惊叹。', '夕阳西下，波涛汹涌的海面上有艘船正在扬帆起航，整幅画面色彩明亮，海水的颜色非常漂亮，让人觉得赞叹。']"
24366,Romanticism,dante-gabriel-rossetti_regina-cordium-1860,chinese,contentment,"['画中女子披着红色的长发，戴着红色项链，皮肤白皙，给人一种富态的感觉。', '画面中女人红润的脸庞蓬松的橘色头发，让人觉得很漂亮。', '画面中红头发的女人让人看起来感到舒服。', '一个女子带着几个十分漂亮的项链，长长的头发披散下来，手里拿着一枝花，让人不由感到满足。', '女人披着红色长发，戴着红色项链，让人感到满足。']"
24367,Ukiyo_e,utagawa-kunisada_not_detected_240317,chinese,anger,['一个手里拿着扇子的男人梳着奇怪的发型，让人感觉他很烦怒。']
24368,Realism,camille-corot_trees-and-rocks-at-la-serpentara-1827,english,contentment,"['nice setting with tan colored hill and darker background', 'The green landscapes look inviting next to this cottage agea.', 'I like the blue sky in the background', 'Very simple hillside with trees. Good use of shadows and light portrays a sunny day and happiness.']"
24369,Cubism,lyonel-feininger_stiller-tag-am-meer-iii-1929,chinese,contentment,"['作品中亮橙色的使用，增添了画面的艺术感。', '海面中自由自在地漂着两只帆船，让人感到十分悠闲自在。', '大海上白色和红色的船飘着，色彩搭配非常丰富，令人眼前一亮。']"
24370,Color_Field_Painting,gene-davis_tom-s-furnace-1961,english,excitement,['the vivid yellow and orange is exciting']
24371,Impressionism,camille-pissarro_landscape-under-snow-upper-norwood-1871,chinese,sadness,"['雪地里的荒草和光秃秃的树木，看着很萧条。', '冬日里地上都是白雪，草木枯黄，让人觉得伤感。']"
24372,Abstract_Expressionism,willem-de-kooning_reclining-man-john-f-kennedy,english,sadness,['The subject of the picture seems to resonate hopelessness']
24373,Realism,henri-fantin-latour_still-life-corner-of-a-table-1873,chinese,contentment,"['美食和好看的摆设让人心情愉悦。', '桌上放着食物和红酒，旁边有粉色的花朵，画面让人很满足。', '作品中蓝色的桌子上摆放着酒杯，水果，茶等东西，前方傲然矗立着一束花，使人心旷神怡。', '摆放精致的餐桌整齐干净，让人觉得美好满足。']"
24374,Art_Nouveau_Modern,nicholas-roerich_sketch-of-costumes-for-snow-maiden,arabic,contentment,"['رجل يقف شامخا يمسك بسيفه وله شعر طويل يشبه مقاتلى الساموراى', 'الرجل سليم ملابس لونه ابيض واسود يمسك في يده صح وعلى راسها القبعه على يرتدي حذاءا انه اسود خلفه منازل لونه اسود']"
24375,Cubism,paul-klee_villa-r-1919(2),arabic,awe,['الالوان متداخله فى بعضها البعض و يوجد حرف r']
24376,Realism,vasily-polenov_winter-imochentsy-1880,english,excitement,['The family is waiting at the door as the tired horse slowly pulls his sled and master home with supplies.']
24377,Cubism,pyotr-konchalovsky_portrait-of-a-e-goncz-1918-1,arabic,anger,['سيدة ترتدي فستانا اخضر وتجلس علي كرسي خشبي مطرز باللون الاحمر و ستارة بخلفها مزخرفة وتبدو علي ملامح السيدة الغضب']
24378,Mannerism_Late_Renaissance,jacopo-pontormo_zwei-der-vier-evangelisten-tondi-der-capponi-kapelle-in-santa-felicita-in-florenz-szene0-hl-1525,english,amusement,"['the photo looks funny reminds me of sombody on drugs writting', 'His long curly beard is funny to look at']"
24379,Abstract_Expressionism,brice-marden_untitled-press-series-1972-1,arabic,anger,['الون الاسود الكثيف و الخطوط المتعرجه التي تملأ المكان مخيفه و تثير الغصب و ثورة النفس']
24380,Ukiyo_e,katsushika-hokusai_four-women-working-very-hard-and-carrying-vats-of-water,english,awe,"['the people look like hard workers and that is impressive', 'The setting of the painting makes me feel amazed at the figures and how their working.']"
24381,Northern_Renaissance,albrecht-durer_the-southern-hemisphere-of-the-celestial-globe-1515,english,amusement,"['The animals of the map look alive and knowing that the constellations were the same in the past creates a connection throughout the ages', 'Although very nicely done, this looks like some kind of astrological map of the stars or constellations.']"
24382,Realism,ilya-repin_portrait-of-k-b-boleslavova-1913,chinese,contentment,"['衣服与背景，桌布都是红色，相得益彰。面带笑容，整体氛围很暖', '女孩趴在桌上满脸微笑，看起来亲切极了', '红色的背景，红色的衣服，给人一种喜悦的满足感', '作品中一身穿红色上衣的女子面带微笑的看着前方，让人感到她的美丽。', '一个穿着红色衣服的女人坐在桌子前写着什么，画面美好让人觉得很满足']"
24383,Impressionism,konstantin-korovin_winter-1911-1,english,awe,['Winter scene suggest hardship but perseverance']
24384,Baroque,rembrandt_self-portrait-1630-1,english,contentment,"['The man in the portrait has an enlighten look in his face. The bright lighting indicates of hope and aspirations.', ""It's pleasantly painted though boring at spot and bland"", 'His soft face is neither smiling or frowning, makes you wonder.']"
24385,Baroque,anthony-van-dyck_queen-henrietta-maria-1635,english,sadness,"['The woman looks awkward and kind of reminds me of me.', 'I feel sorry for her. She was probably restricted her entire life.']"
24386,Cubism,pablo-picasso_untitled-1920-1,english,amusement,"[""The shapes are fun to look at as they aren't quite like real life objects""]"
24387,Realism,camille-pissarro_in-the-woods,arabic,contentment,['ممر مشاه من الرمال داخل غابة بها أشجار ضخمة وعشب أخضر']
24388,Baroque,diego-velazquez_temptation-of-st-thomas-aquinas,english,sadness,"['the two people in the front comforting each other gives a vivid impression of intense emotion', 'The angels seem to be comforting the monk in his time of need.']"
24389,Impressionism,camille-pissarro_fog-morning-rouen-1896,english,contentment,"['The scene exudes peace.  There is no sense of movement.', 'The bridge looks peaceful, and the fog gives a peaceful feeling.']"
24390,Art_Nouveau_Modern,boris-kustodiev_the-bolshevik-1920,arabic,fear,['رجل عملاق يوجد تحته ناس كثيره و لكن حجمهم صغير جدا و البيوت صغيره بالنسبة له']
24391,Impressionism,konstantin-korovin_harbour-at-marseilles,arabic,awe,['مكان مظلم ومخيف واللون الاسود مخيف ومحزن وكئيب']
24392,Expressionism,pyotr-konchalovsky_the-head-of-boy-in-profile-1936,english,sadness,"['The expression on his face and the dark shading makes him look so sad.', 'This painting makes me sad. This gentleman appears to be looking out a window deep in thought. He misses someone very much.', ""The man's face looks sorrowful since he's looking off into the distance"", 'the guy in this painting looks like he he is thinking about something sad. his eyes look dark']"
24393,Northern_Renaissance,hans-baldung_portrait-of-a-lady-1530,arabic,contentment,"['طفله ترتدي قبعه لونها اسود وشعرها لونه اصفر وترتدي ملابس لونها اسود واصفر حول عنقها كل ده لونها اصفر', 'سيده ترتدي قبعه وجاكيت وعقد ذهبي تبدو كالملكات']"
24394,Realism,pyotr-konchalovsky_a-moonlit-landscape-1953,chinese,sadness,['绿色的草地和黄色的太阳尽显荒凉']
24395,Realism,columbano-bordalo-pinheiro_bulh-o-pato-1883,chinese,contentment,['老人手中拿着书，背后的书籍，是个知识渊博的智人。']
24396,Cubism,jean-metzinger_embarkation-of-harlequin-arlequin-1923,arabic,sadness,['ملامح المهرج الحزينه متناقضه مع ما يقدمه من فرحه']
24397,Abstract_Expressionism,ralph-hotere_song-cycle-1975,english,contentment,"['Dark black background with snow white setting and red splashes is appealing', 'The fallen snow makes me feel the crisp air around.']"
24398,Expressionism,ernst-ludwig-kirchner_mask-dance,chinese,amusement,"['穿着黑色衣服的人，有着一双大脚，让人感到好笑。', '女人身穿长裙，脚掌奇大无比，让人好笑']"
24399,Expressionism,paul-klee_women-s-pavilion-1921(1),chinese,fear,['图中有一个黑色的门洞，没有一点亮光，不知道通向哪里，让人感到恐惧。']
24400,Expressionism,jean-paul-lemieux_nu-sur-fond-bleu-1963,chinese,awe,['一个女子披着一块白色的布站着，头上还戴了一顶白色的尖帽子，表情平静，让人不由感到惊叹。']
